store_ratio,basket_ratio,category_1,store_score,category_2,store_presence,score_1,score_2,score_3,score_4,time,popularity
0.54,0.519,5,-10.455,1,0.627,0.925,0.103,0.594,169.896,131898,4
0.62,0.289,7,-9.714,1,0.851,3.94e-05,0.0907,0.43,121.748,237598,4
0.561,0.0253,6,-20.758000000000003,1,0.962,0.943,0.0911,0.19,97.445,273345,4
0.8490000000000001,0.682,7,-6.2410000000000005,1,0.0197,0.00143,0.0996,0.928,121.997,245471,4
0.3279999999999999,0.0699,2,-19.37,1,0.908,0.843,0.0897,0.106,91.372,238627,4
0.693,0.615,3,-11.76,1,0.2,2.08e-06,0.0866,0.848,129.968,235427,4
0.688,0.716,7,-5.702000000000001,1,0.0969,0.0,0.0989,0.373,116.912,284480,3
0.745,0.7070000000000001,5,-12.733,1,0.186,8.4e-06,0.0596,0.809,131.306,271093,4
0.62,0.495,7,-11.296,1,0.0121,2.42e-05,0.0707,0.586,170.252,179641,3
0.2769999999999999,0.309,10,-13.11,1,0.75,0.000128,0.0565,0.3429999999999999,138.149,336613,3
0.579,0.419,0,-10.72,1,0.625,0.0,0.0981,0.6729999999999999,104.564,165000,4
0.578,0.268,8,-11.481,0,0.935,3.07e-05,0.0931,0.7190000000000001,102.943,164659,4
0.828,0.782,11,-4.013999999999999,1,0.0694,3.41e-05,0.0544,0.351,130.013,181264,4
0.183,0.139,5,-23.424,1,0.716,0.777,0.1,0.0794,76.73,189796,3
0.695,0.993,0,-3.114,1,0.0017699999999999,0.00246,0.0814,0.281,107.951,247667,4
0.216,0.174,6,-18.102,0,0.8959999999999999,0.913,0.0903,0.0435,119.958,290563,4
0.602,0.555,6,-11.242,0,0.497,1.96e-05,0.098,0.6729999999999999,173.982,316500,4
0.614,0.157,4,-12.901,1,0.981,8.08e-05,0.0922,0.506,125.755,248571,4
0.446,0.0586,8,-26.416,1,0.8009999999999999,0.85,0.0876,0.111,124.019,260565,4
0.675,0.365,11,-10.887,1,0.765,1.16e-06,0.0846,0.414,91.108,312375,4
0.877,0.603,0,-5.222,1,0.0208,0.0,0.0718,0.182,141.937,216711,4
0.407,0.00649,3,-26.59,1,0.994,0.8759999999999999,0.0773,0.186,83.061,160791,4
0.69,0.805,5,-11.522,0,0.0002319999999999,0.7390000000000001,0.095,0.799,127.808,264280,4
0.489,0.595,3,-3.788,0,0.262,0.0,0.0813,0.4589999999999999,144.859,223327,3
0.204,0.00988,7,-33.749,1,0.977,0.754,0.0974,0.0746,69.683,161500,3
0.716,0.695,8,-11.146,1,0.514,0.916,0.0933,0.693,96.994,250384,4
0.7070000000000001,0.348,3,-13.874,1,0.103,0.0202,0.103,0.843,144.013,260186,4
0.544,0.0364,2,-30.158,1,0.996,0.959,0.104,0.296,72.742,136125,3
0.261,0.0149,1,-27.528,1,0.992,0.897,0.102,0.0382,75.296,286987,4
0.532,0.14,4,-18.847,1,0.99,0.778,0.0893,0.179,145.975,131723,4
0.251,0.287,9,-17.858,0,0.828,0.93,0.1009999999999999,0.0397,117.944,203229,4
0.77,0.969,2,-0.179,1,0.154,0.0,0.0809,0.6920000000000001,134.983,268889,4
0.306,0.0584,9,-23.218000000000004,0,0.989,0.238,0.086,0.0982,116.915,133987,4
0.664,0.966,10,-5.222,1,7.75e-05,0.8959999999999999,0.0694,0.0458,123.012,216646,4
0.7020000000000001,0.624,5,-9.927,1,0.314,0.0152,0.0669,0.947,114.542,208227,4
0.429,0.82,2,-5.683,1,0.213,0.0013599999999999,0.081,0.8170000000000001,77.527,245680,4
0.6990000000000001,0.633,9,-6.733,0,0.397,0.0,0.0864,0.534,159.955,217521,4
0.794,0.527,6,-11.692,0,0.0239,0.887,0.1009999999999999,0.0367,121.011,352793,4
0.715,0.6579999999999999,5,-12.567,0,0.401,5.77e-06,0.0878,0.835,157.488,242312,3
0.841,0.628,1,-8.703,0,0.0566,0.7120000000000001,0.0969,0.1989999999999999,99.976,119375,4
0.772,0.655,7,-11.531,1,0.258,0.902,0.0753,0.621,91.995,225489,4
0.705,0.188,4,-13.843,0,0.223,0.7440000000000001,0.104,0.145,139.815,247040,4
0.555,0.43,2,-9.105,1,0.462,0.0001909999999999,0.0869,0.2739999999999999,147.613,246133,4
0.471,0.433,2,-9.49,1,0.644,2.66e-06,0.0917,0.574,147.44899999999998,371977,4
0.81,0.268,3,-16.733,1,0.5489999999999999,0.00886,0.0943,0.625,99.686,181427,4
0.523,0.758,2,-9.81,1,0.133,0.0,0.0952,0.7659999999999999,135.437,277267,4
0.799,0.484,2,-8.277999999999999,1,0.504,0.873,0.0978,0.16,99.984,214538,4
0.299,0.522,5,-6.394,0,0.8740000000000001,0.00656,0.07,0.2289999999999999,89.757,247894,4
0.547,0.091,7,-19.388,0,0.92,0.179,0.0927,0.0981,63.807,186000,4
0.6579999999999999,0.45,9,-8.296,1,0.748,7.46e-06,0.0813,0.405,141.74,196466,4
0.698,0.6679999999999999,9,-7.031000000000001,0,0.247,3.28e-05,0.0797,0.72,99.989,224740,4
0.4589999999999999,0.0642,3,-23.683000000000003,0,0.981,0.8370000000000001,0.078,0.2239999999999999,116.413,147427,4
0.43,0.2019999999999999,9,-13.168,1,0.684,0.00164,0.0621,0.176,89.781,315627,4
0.535,0.0636,0,-22.992,1,0.99,0.961,0.0857,0.293,124.251,202000,4
0.701,0.846,9,-5.787000000000001,0,0.035,0.00624,0.0956,0.434,126.028,172029,4
0.284,0.0689,8,-24.045,0,0.961,0.4529999999999999,0.0902,0.0692,85.316,142840,3
0.46,0.0308,2,-29.688,1,0.996,0.957,0.0914,0.128,65.96600000000001,172062,4
0.51,0.288,0,-12.36,1,0.8959999999999999,0.000153,0.064,0.2319999999999999,103.66,210339,4
0.5720000000000001,0.61,9,-7.994,1,0.127,0.0295,0.0953,0.364,71.25399999999999,358627,4
0.524,0.628,7,-9.289,1,0.175,0.0798,0.0934,0.146,144.988,272933,4
0.515,0.1159999999999999,0,-17.86,1,0.949,0.875,0.0935,0.0391,100.011,172800,4
0.242,0.0192,0,-31.191,1,0.994,0.885,0.102,0.0354,134.542,230000,3
0.654,0.42,4,-11.375,1,0.7490000000000001,0.667,0.103,0.138,82.02600000000001,167561,4
0.931,0.887,1,-7.657999999999999,1,0.764,0.00504,0.067,0.96,102.719,249706,3
0.406,0.00899,9,-33.29,1,0.994,0.91,0.0911,0.105,74.541,206250,3
0.426,0.295,5,-8.337,1,0.637,0.0,0.0941,0.355,174.37900000000002,205029,3
0.3779999999999999,0.986,8,-2.769,1,0.000248,0.0,0.0833,0.492,94.458,216133,4
0.721,0.667,11,-6.608,0,0.34,0.0,0.0655,0.6890000000000001,134.997,252935,3
0.506,0.0377,9,-27.366,0,0.989,0.81,0.0969999999999999,0.0396,128.095,189609,4
0.4679999999999999,0.171,9,-12.965,0,0.993,0.14,0.0954,0.156,135.655,193016,3
0.612,0.807,10,-2.81,1,0.0495,0.0177,0.1009999999999999,0.3979999999999999,124.053,240400,4
0.779,0.763,10,-3.46,0,0.422,8.7e-06,0.0754,0.919,130.04399999999998,220904,4
0.5479999999999999,0.877,7,-4.458,1,0.0437,1.3e-05,0.0921,0.466,148.799,318853,4
0.778,0.5770000000000001,0,-5.582000000000001,1,0.0599,0.805,0.0737,0.493,77.03399999999999,200619,4
0.794,0.5920000000000001,2,-11.053,0,0.2019999999999999,0.00859,0.1009999999999999,0.913,99.973,244427,4
0.779,0.93,7,-0.595,1,0.267,0.000149,0.0801,0.757,63.94,212969,4
0.687,0.7929999999999999,5,-3.577,1,0.302,3.46e-06,0.1,0.6729999999999999,100.993,206507,4
0.591,0.963,0,-6.489,0,8.740000000000001e-05,0.000107,0.0781,0.609,125.03,222827,4
0.768,0.387,0,-13.548,1,0.4479999999999999,0.000224,0.0917,0.451,109.994,288373,4
0.69,0.725,11,-5.843999999999999,0,0.253,0.0421,0.0942,0.515,94.947,355408,4
0.257,0.0123,9,-34.145,1,0.991,0.92,0.0949,0.0687,113.303,190500,4
0.6709999999999999,0.541,7,-13.669,0,0.0347,6.69e-06,0.0801,0.755,102.014,201227,4
0.5720000000000001,0.654,7,-7.027,0,0.0058,3.21e-06,0.09,0.3989999999999999,122.491,237053,4
0.7440000000000001,0.637,6,-4.4830000000000005,1,0.337,0.000222,0.0696,0.785,100.511,211893,4
0.332,0.0111,7,-31.938,0,0.993,0.954,0.103,0.113,94.045,187187,4
0.58,0.18,4,-7.66,1,0.916,0.000134,0.0896,0.275,104.057,231339,3
0.221,0.142,5,-22.049,1,0.995,0.0834,0.0864,0.162,112.916,132000,5
0.273,0.1369999999999999,2,-14.582,0,0.987,0.932,0.0649,0.186,86.214,244787,3
0.291,0.0182,7,-30.257,0,0.995,0.929,0.0886,0.0779,129.616,137854,5
0.518,0.727,1,-5.947,1,0.00153,0.000152,0.0882,0.342,170.96200000000002,200046,4
0.246,0.172,9,-20.009,0,0.985,0.928,0.103,0.331,132.001,150013,4
0.759,0.457,5,-6.339,1,0.5489999999999999,0.0,0.0848,0.57,89.99799999999999,275017,4
0.457,0.0075599999999999,5,-26.071,0,0.995,0.947,0.0976,0.236,66.01100000000001,168000,4
0.7759999999999999,0.779,2,-5.829,1,0.0915,0.0,0.103,0.908,119.997,86589,4
0.857,0.772,10,-4.736000000000001,0,0.187,0.00181,0.0851,0.589,94.028,164765,4
0.7070000000000001,0.866,1,-4.097,1,0.0772,0.000698,0.0841,0.2769999999999999,95.932,177500,4
0.71,0.989,1,-1.514,1,0.032,0.0522,0.078,0.285,127.982,199189,4
0.907,0.53,1,-6.112,1,0.0578,2.23e-06,0.1009999999999999,0.507,135.998,113000,4
0.6829999999999999,0.517,0,-9.421,1,0.63,0.878,0.0961,0.4429999999999999,160.03799999999998,121500,4
0.54,0.961,11,-3.587,0,0.0123,0.7959999999999999,0.0913,0.648,121.664,188732,4
0.812,0.507,1,-8.825,0,0.0399,0.0831,0.0671,0.7290000000000001,114.832,347667,4
0.69,0.845,9,-4.676,1,0.0193,0.0,0.1009999999999999,0.638,114.948,224293,4
0.578,0.0616,9,-23.99,1,0.994,0.96,0.0866,0.354,77.71600000000001,138154,4
0.8859999999999999,0.377,8,-10.495,0,0.3929999999999999,0.913,0.0925,0.728,126.006,153743,4
0.649,0.947,7,-4.087,1,0.218,0.3829999999999999,0.0532,0.579,164.94299999999998,228258,4
0.55,0.872,2,-4.742,0,0.0882,0.00029,0.0617,0.618,142.039,189920,4
0.6629999999999999,0.149,4,-14.239,0,0.644,2.5e-05,0.0851,0.397,107.19,132519,4
0.545,0.442,4,-9.032,1,0.0706,0.0,0.0922,0.0366,92.894,340140,3
0.265,0.0184,6,-32.578,0,0.99,0.911,0.0914,0.13,113.84,129000,4
0.364,0.0186,1,-29.644,1,0.98,0.912,0.102,0.0403,128.533,212875,4
0.64,0.7559999999999999,7,-4.916,0,0.0488,0.0,0.0849,0.331,85.064,172237,4
0.2239999999999999,0.0444,8,-25.016,0,0.993,0.911,0.0983,0.0744,86.774,128493,3
0.82,0.33,0,-15.702,1,0.991,0.932,0.0559,0.367,115.956,133968,4
0.838,0.545,5,-6.712999999999999,1,0.208,8.01e-05,0.103,0.631,114.998,220590,4
0.627,0.351,9,-7.898,0,0.7390000000000001,0.0,0.102,0.258,79.973,267999,4
0.4429999999999999,0.497,3,-8.99,1,0.371,0.0,0.083,0.256,74.188,242006,4
0.405,0.0678,11,-27.658,1,0.992,0.948,0.104,0.129,108.581,121750,3
0.57,0.7859999999999999,1,-5.212000000000001,0,0.208,0.0,0.0748,0.16,128.158,198867,4
0.302,0.8190000000000001,11,-11.364,0,1.84e-05,0.000416,0.0568,0.309,102.048,265907,4
0.256,0.13,0,-21.599,1,0.963,0.82,0.0645,0.0335,90.353,234419,4
0.779,0.7959999999999999,2,-6.675,1,0.701,3.99e-05,0.0636,0.938,104.947,279320,4
0.254,0.247,0,-18.086,1,0.737,0.877,0.0895,0.0397,166.06799999999998,193735,4
0.855,0.515,9,-7.574,0,0.218,0.000932,0.0854,0.595,100.045,235800,4
0.762,0.826,10,-10.937,0,0.0298,0.301,0.103,0.7809999999999999,109.494,294615,4
0.373,0.51,8,-6.659,1,0.145,0.0,0.0934,0.283,165.021,244350,4
0.716,0.264,9,-16.3,1,0.753,0.00637,0.0866,0.304,101.989,162547,4
0.4589999999999999,0.337,2,-5.305,1,0.867,0.696,0.0685,0.441,140.72799999999998,309933,4
0.799,0.8320000000000001,10,-4.982,1,0.489,1.32e-05,0.0888,0.745,129.99200000000002,210462,4
0.675,0.696,7,-7.347,1,0.753,0.00173,0.0602,0.478,124.766,159102,4
0.557,0.836,7,-9.46,1,0.0243,0.412,0.0696,0.335,169.91299999999998,225882,4
0.304,0.0116,7,-33.19,0,0.983,0.963,0.104,0.0364,77.84,246627,4
0.589,0.501,0,-11.665,1,0.168,0.0,0.0741,0.969,131.064,175867,4
0.895,0.531,7,-9.423,1,0.858,0.9,0.0724,0.901,134.039,175357,4
0.7829999999999999,0.396,0,-12.982,0,0.446,0.845,0.0886,0.575,85.086,158118,4
0.74,0.516,1,-6.233,0,0.0183,0.0,0.0558,0.698,139.918,170858,4
0.555,0.722,11,-6.005,1,0.119,0.0,0.0861,0.5589999999999999,134.058,216960,4
0.7170000000000001,0.8909999999999999,5,-7.348,1,0.809,0.0,0.0886,0.396,84.881,186456,4
0.777,0.6579999999999999,0,-5.191,1,0.0767,0.0,0.0901,0.633,110.048,190360,4
0.88,0.8140000000000001,11,-6.307,0,0.168,0.00672,0.0584,0.942,138.083,283067,4
0.568,0.0514,11,-29.355,1,0.994,0.923,0.085,0.3289999999999999,111.742,147288,4
0.6559999999999999,0.405,1,-8.901,1,0.0135,5.07e-05,0.0958,0.318,76.07600000000001,212627,4
0.21,0.238,0,-13.212,1,0.868,0.909,0.0975,0.0375,35.822,62851,3
0.74,0.889,8,-4.48,1,0.2,0.0,0.0792,0.7290000000000001,142.058,181002,4
0.336,0.294,9,-9.218,1,0.759,1.05e-05,0.0916,0.154,156.91899999999998,258917,4
0.64,0.5489999999999999,2,-7.015,1,0.655,0.0,0.0983,0.498,76.029,293093,4
0.391,0.264,7,-17.973,1,0.782,0.0738,0.0963,0.0709,87.23200000000001,126897,4
0.764,0.745,0,-5.114,0,0.288,0.0,0.08,0.476,75.003,205025,4
0.415,0.2319999999999999,1,-17.083,1,0.95,0.924,0.0953,0.139,98.972,312749,4
0.446,0.612,8,-6.86,1,0.777,3.81e-06,0.104,0.263,75.017,225829,4
0.674,0.843,11,-6.876,0,0.000778,0.826,0.0942,0.8420000000000001,112.463,281920,4
0.586,0.653,5,-8.847999999999999,0,0.0884,0.0,0.09,0.2339999999999999,129.872,192111,4
0.3989999999999999,0.3379999999999999,3,-13.026,1,0.629,0.000156,0.103,0.335,134.52,252493,4
0.322,0.0175,7,-29.131,1,0.977,0.927,0.104,0.0779,59.327,172651,4
0.6779999999999999,0.643,2,-9.316,1,0.24,0.0,0.0708,0.534,113.46,237520,4
0.628,0.737,7,-4.437,1,0.0625,0.0,0.0777,0.5920000000000001,91.507,185194,4
0.509,0.106,11,-15.456,0,0.906,0.916,0.0989,0.0705,121.886,176636,4
0.6559999999999999,0.5660000000000001,2,-4.345,1,0.0903,0.0,0.104,0.607,104.816,151907,4
0.603,0.743,9,-7.013,1,0.728,4.22e-05,0.103,0.341,100.021,269816,4
0.649,0.0808,7,-18.071,1,0.994,0.958,0.103,0.285,134.916,172452,3
0.5489999999999999,0.598,6,-7.562,0,0.721,0.000542,0.0644,0.5920000000000001,163.721,349231,4
0.432,0.4479999999999999,8,-10.431,1,0.7190000000000001,3.07e-05,0.1,0.352,77.01899999999999,186143,1
0.4379999999999999,0.606,7,-6.549,1,0.3,4.49e-06,0.0754,0.266,133.822,240760,4
0.256,0.0999,7,-18.736,1,0.98,0.8490000000000001,0.0867,0.0397,101.663,175250,4
0.682,0.173,1,-8.749,1,0.8390000000000001,3.26e-05,0.0983,0.236,112.663,260285,4
0.498,0.721,10,-5.232,1,0.136,0.7,0.0933,0.589,140.02700000000002,226440,4
0.715,0.6579999999999999,11,-4.303999999999999,0,0.162,0.0,0.0742,0.795,158.024,172399,4
0.409,0.1369999999999999,6,-9.169,1,0.928,0.0,0.0706,0.106,162.08,225076,1
0.644,0.523,4,-7.66,1,0.395,0.0,0.093,0.445,95.966,195107,4
0.355,0.0164,3,-28.659,1,0.995,0.926,0.0986,0.0922,67.946,282813,4
0.5429999999999999,0.5720000000000001,5,-13.124,1,0.0685,0.00119,0.0823,0.5329999999999999,113.312,238120,4
0.182,0.0346,9,-17.567,0,0.989,0.7859999999999999,0.0921,0.0641,66.509,168000,5
0.159,0.144,7,-22.032,1,0.977,0.645,0.1009999999999999,0.148,75.89699999999999,235760,4
0.525,0.594,4,-14.033,0,0.161,0.949,0.0751,0.0703,157.917,223640,4
0.563,0.365,4,-16.924,1,0.561,1.06e-06,0.0883,0.0655,159.989,185250,4
0.665,0.7120000000000001,1,-7.536,1,0.00103,0.00342,0.102,0.669,93.989,157220,4
0.8370000000000001,0.7140000000000001,10,-7.712000000000001,1,0.316,0.0225,0.0727,0.962,111.009,179568,4
0.58,0.0721,9,-19.253,1,0.994,0.952,0.0953,0.342,94.284,225954,4
0.7809999999999999,0.482,2,-9.887,0,0.711,0.0,0.0638,0.961,137.893,311293,3
0.795,0.738,0,-6.268,1,0.193,3.229999999999999e-05,0.0684,0.2269999999999999,97.969,206795,4
0.984,0.3779999999999999,6,-16.505,0,0.0521,0.912,0.104,0.789,127.976,92044,4
0.516,0.0661,0,-24.948,1,0.994,0.956,0.0893,0.44,133.989,189500,4
0.675,0.54,4,-10.139,1,0.204,0.0,0.0688,0.514,94.959,296320,4
0.557,0.473,7,-9.294,1,0.261,3.9500000000000005e-05,0.0658,0.56,79.368,150227,4
0.396,0.909,7,-6.522,0,0.000615,0.873,0.0905,0.211,100.074,328149,4
0.775,0.882,10,-6.96,1,0.00898,0.000247,0.0628,0.963,133.62,211507,4
0.28,0.206,8,-13.966,1,0.691,0.00262,0.0869,0.0799,67.67,256701,4
0.732,0.0738,0,-20.643,1,0.995,0.952,0.0967,0.629,93.686,81596,4
0.42,0.974,1,-4.706,1,8.149999999999999e-05,0.00155,0.0871,0.4629999999999999,165.18200000000002,172867,4
0.342,0.124,2,-20.334,0,0.959,0.8809999999999999,0.0985,0.0609,81.884,328897,3
0.6559999999999999,0.821,7,-6.215,0,0.08,0.0,0.0693,0.364,118.312,191768,4
0.575,0.493,10,-16.93,0,0.8109999999999999,0.87,0.0957,0.331,113.043,185000,4
0.246,0.38,5,-17.085,0,0.515,0.843,0.083,0.0516,120.044,358863,4
0.747,0.494,3,-7.957000000000001,0,0.3929999999999999,0.0,0.0982,0.624,76.006,228453,4
0.695,0.47,0,-12.166,0,0.677,0.491,0.104,0.506,149.951,158949,4
0.693,0.259,1,-7.917999999999999,1,0.4479999999999999,0.000135,0.0995,0.361,88.97200000000001,175432,4
0.509,0.187,2,-12.829,1,0.969,0.000557,0.1009999999999999,0.184,100.795,176572,1
0.601,0.8590000000000001,5,-5.263,1,0.000359,0.00124,0.0871,0.446,125.145,258027,4
0.7390000000000001,0.947,9,-3.41,0,0.067,0.0932,0.0536,0.7390000000000001,132.99,288960,4
0.742,0.7090000000000001,6,-6.474,0,0.0155,0.000205,0.0654,0.835,129.97299999999998,212769,4
0.863,0.6659999999999999,1,-4.158,0,0.212,0.000493,0.103,0.838,163.908,178947,4
0.188,0.0259,11,-23.169,1,0.967,0.957,0.103,0.0625,78.517,185880,4
0.885,0.757,1,-5.834,1,0.22,0.0,0.0738,0.49,95.988,139507,4
0.595,0.823,2,-5.864,1,0.0385,1.35e-06,0.0984,0.745,108.99,220147,4
0.612,0.258,11,-17.962,1,0.995,0.959,0.104,0.65,128.303,134449,4
0.6729999999999999,0.752,2,-3.572,0,0.241,4.51e-05,0.0813,0.797,175.997,201818,4
0.759,0.586,11,-13.461,0,0.0333,0.00312,0.0743,0.948,154.624,228327,4
0.342,0.0304,1,-20.867,0,0.988,0.898,0.0855,0.212,85.48200000000001,265480,5
0.5870000000000001,0.557,6,-8.824,1,0.427,0.0,0.103,0.395,159.914,177750,4
0.2019999999999999,0.0269,7,-31.439,1,0.989,0.956,0.0733,0.0478,140.36700000000002,200000,4
0.369,0.0235,3,-28.448,1,0.994,0.929,0.102,0.6940000000000001,76.666,72000,4
0.868,0.635,10,-6.352,0,0.1639999999999999,0.0,0.0898,0.621,90.01899999999999,205500,4
0.44,0.3979999999999999,9,-8.022,1,0.7809999999999999,0.0,0.103,0.0889,70.919,239803,3
0.746,0.69,11,-7.956,1,0.247,0.0,0.1009999999999999,0.497,89.977,181733,4
0.737,0.802,0,-4.771,1,0.4679999999999999,0.0,0.0931,0.682,144.015,172325,4
0.726,0.562,4,-8.226,1,0.166,0.0,0.0774,0.757,160.157,147947,4
0.1689999999999999,0.0108,10,-33.159,1,0.993,0.966,0.103,0.0525,127.361,182250,3
0.433,0.0467,2,-24.652,1,0.991,0.938,0.0861,0.196,110.133,214400,3
0.7559999999999999,0.6609999999999999,2,-5.769,0,0.187,6.26e-06,0.0774,0.635,88.001,226784,4
0.75,0.628,1,-6.721,1,0.63,0.795,0.0728,0.555,85.061,83294,4
0.4,0.276,8,-13.799,0,0.893,0.83,0.104,0.0971,143.97,194000,4
0.36,0.0714,9,-23.33,1,0.992,0.933,0.0969,0.195,116.016,178586,3
0.638,0.5379999999999999,10,-8.445,1,0.452,0.000415,0.0695,0.318,89.124,240413,4
0.49,0.6940000000000001,5,-5.792999999999999,0,0.0133,4.6200000000000005e-05,0.0946,0.249,170.903,216123,4
0.655,0.711,4,-8.522,1,0.24,0.00288,0.104,0.508,94.975,361107,4
0.346,0.241,6,-15.556,0,0.264,0.8370000000000001,0.0814,0.0391,99.949,196800,4
0.8909999999999999,0.46,1,-11.214,1,0.22,0.0,0.102,0.708,103.942,167019,4
0.542,0.126,7,-16.058,1,0.959,0.944,0.104,0.427,129.183,155472,4
0.915,0.482,9,-9.603,0,0.254,7e-05,0.0846,0.381,128.032,149880,4
0.606,0.9,0,-4.504,1,0.0101,0.0,0.075,0.233,133.963,216504,4
0.2239999999999999,0.00771,0,-31.82,1,0.95,0.772,0.0976,0.0568,68.808,194655,3
0.8320000000000001,0.15,1,-10.468,0,0.764,0.931,0.104,0.513,85.005,91756,4
0.74,0.337,8,-6.039,1,0.178,0.0,0.0944,0.56,103.002,193133,4
0.643,0.899,6,-5.106,0,0.121,0.595,0.0995,0.115,127.994,221403,3
0.8059999999999999,0.654,10,-4.006,1,0.439,1.03e-06,0.0713,0.491,90.001,185519,4
0.5670000000000001,0.267,4,-6.502000000000001,1,0.8390000000000001,1.46e-06,0.089,0.0592,110.011,240133,4
0.633,0.368,11,-9.061,1,0.685,3.95e-06,0.0768,0.345,105.044,260186,1
0.77,0.7390000000000001,4,-7.318,0,0.00154,0.000177,0.0843,0.95,128.97799999999998,201577,4
0.722,0.417,8,-6.825,1,0.39,0.0,0.0612,0.451,113.965,176347,4
0.76,0.64,1,-5.1080000000000005,1,0.0857,0.0,0.0803,0.67,165.94,192289,4
0.866,0.563,11,-6.964,0,0.185,0.0,0.0889,0.307,127.954,161668,4
0.6659999999999999,0.38,7,-13.067,1,0.826,5.1e-05,0.1009999999999999,0.282,115.94,224360,4
0.606,0.412,9,-10.163,0,0.833,0.944,0.0806,0.513,85.083,205479,4
0.409,0.0178,4,-31.864,1,0.994,0.88,0.078,0.161,117.639,208664,4
0.737,0.21,1,-19.176,1,0.542,0.696,0.104,0.305,79.992,96023,4
0.723,0.898,10,-2.55,0,0.24,0.000289,0.0901,0.664,95.003,297822,4
0.273,0.0468,0,-21.614,0,0.877,0.818,0.1009999999999999,0.0527,88.094,251429,4
0.732,0.396,10,-9.639,0,0.186,6.06e-06,0.0672,0.445,140.04399999999998,194603,4
0.416,0.546,7,-7.728,1,0.492,0.0,0.0845,0.418,159.929,300333,4
0.605,0.377,11,-6.212999999999999,1,0.733,0.0,0.0808,0.519,73.877,194853,4
0.907,0.691,10,-5.925,0,0.0956,4.91e-05,0.0708,0.915,132.161,240720,4
0.6409999999999999,0.371,9,-13.331,1,0.0854,0.812,0.094,0.2269999999999999,79.992,84160,4
0.528,0.7490000000000001,7,-7.571000000000001,1,0.00488,9.6e-05,0.0949,0.7290000000000001,163.94400000000002,163906,4
0.684,0.648,9,-11.78,0,0.0525,0.4029999999999999,0.0841,0.96,103.849,167973,4
0.823,0.316,8,-11.151,1,0.385,0.415,0.0917,0.531,105.987,216053,4
0.384,0.39,11,-17.377,1,0.84,0.899,0.102,0.687,105.386,332392,4
0.664,0.7140000000000001,7,-6.645,0,0.0353,8.42e-06,0.0843,0.71,101.969,197933,4
0.6809999999999999,0.45,8,-8.634,1,0.47,0.0764,0.0863,0.312,169.982,146824,4
0.764,0.752,8,-3.713,0,0.18,0.0,0.0701,0.698,100.066,187200,4
0.564,0.0334,2,-22.731,1,0.994,0.949,0.0903,0.237,65.736,107183,3
0.231,0.0929,2,-21.819000000000003,0,0.6,0.956,0.076,0.175,126.106,236182,3
0.469,0.0591,0,-16.562,1,0.942,0.0,0.0812,0.128,104.575,138265,4
0.8079999999999999,0.789,6,-2.265,0,0.0415,0.0,0.0576,0.634,90.009,184000,4
0.8420000000000001,0.674,2,-6.601,1,0.152,0.0,0.0588,0.825,90.941,109842,4
0.389,0.00546,2,-26.897,1,0.991,0.957,0.0985,0.271,62.515,175067,4
0.43,0.142,5,-16.176,0,0.8859999999999999,0.961,0.0863,0.0724,71.885,141720,4
0.366,0.278,10,-10.924,1,0.957,0.0154,0.0964,0.158,96.507,262293,4
0.677,0.209,6,-12.8,0,0.149,0.855,0.103,0.148,170.15099999999998,94581,4
0.488,0.031,0,-26.096,0,0.988,0.905,0.0841,0.0755,127.138,167500,4
0.284,0.183,7,-13.390999999999998,1,0.985,0.895,0.0919,0.0576,126.849,266829,5
0.161,0.0391,5,-29.267,1,0.978,0.427,0.0832,0.0616,108.181,147200,4
0.687,0.0712,7,-28.0,1,0.995,0.944,0.0954,0.242,58.006,124655,4
0.92,0.78,9,-4.086,0,0.16,4.72e-05,0.0705,0.674,128.035,199333,4
0.695,0.39,7,-13.023,1,0.835,0.000171,0.0966,0.633,138.946,250576,4
0.775,0.489,3,-14.785,1,0.0165,0.862,0.0993,0.501,133.966,123392,4
0.267,0.00486,2,-30.186,0,0.996,0.883,0.0691,0.0369,72.933,240000,4
0.518,0.907,5,-3.732,1,0.00221,1.15e-05,0.0838,0.961,140.982,179013,4
0.626,0.611,11,-7.525,0,0.595,4.270000000000001e-05,0.0936,0.593,114.895,197983,4
0.484,0.508,0,-9.308,1,0.376,0.000791,0.0961,0.5539999999999999,151.86700000000002,200173,4
0.951,0.6,0,-4.675,0,0.106,0.0,0.0712,0.8220000000000001,125.04,218573,4
0.838,0.376,1,-13.313,1,0.0151,0.0127,0.0545,0.83,114.055,300048,4
0.364,0.0464,8,-22.435,1,0.994,0.912,0.0836,0.3429999999999999,73.18,160354,4
0.55,0.3339999999999999,10,-10.73,1,0.517,0.000169,0.1009999999999999,0.143,72.235,307535,4
0.5660000000000001,0.349,0,-21.232,1,0.148,0.851,0.0969,0.605,118.025,174915,4
0.745,0.68,11,-6.207000000000001,0,0.013,0.0613,0.0637,0.961,129.991,281516,4
0.718,0.691,4,-6.44,1,0.0159,0.0,0.0627,0.552,100.008,213107,4
0.733,0.7809999999999999,0,-6.468999999999999,1,0.2739999999999999,1.09e-06,0.0779,0.871,143.954,264800,4
0.59,0.705,0,-6.062,1,0.0928,0.00146,0.0559999999999999,0.8029999999999999,120.874,203120,4
0.728,0.4539999999999999,0,-9.281,1,0.512,1.39e-06,0.0831,0.3229999999999999,130.368,241160,4
